starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	2
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	7
Wed Jan 01 19:44:37 2014	1388605477	1	9	10	9
Wed Jan 01 19:44:38 2014	1388605478	1	9	10	9
Wed Jan 01 19:44:38 2014	1388605478	3	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	7
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	6
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	8
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	8
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	7
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	6	5	10	4
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	7
Wed Jan 01 19:44:37 2014	1388605477	7	3	10	3
Wed Jan 01 19:44:39 2014	1388605479	2	9	10	8
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	8
Wed Jan 01 19:44:39 2014	1388605479	2	9	10	8
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	1	9	10	5
Wed Jan 01 19:44:38 2014	1388605478	6	4	10	4
Wed Jan 01 19:44:39 2014	1388605479	4	6	10	5
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	8
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	8
Wed Jan 01 19:44:37 2014	1388605477	1	9	10	8
Wed Jan 01 19:44:39 2014	1388605479	4	6	10	5
Wed Jan 01 19:44:38 2014	1388605478	1	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	7	4	10	4
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	8
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	8
Wed Jan 01 19:44:39 2014	1388605479	4	6	10	5
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	8
Wed Jan 01 19:44:39 2014	1388605479	4	6	10	5
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	8	3	10	2
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	6
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:37 2014	1388605477	7	3	10	3
Wed Jan 01 19:44:39 2014	1388605479	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:37 2014	1388605477	1	9	10	9
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	7
Wed Jan 01 19:44:39 2014	1388605479	7	4	10	4
Wed Jan 01 19:44:37 2014	1388605477	1	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	5	5	10	3
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	6	5	10	4
Wed Jan 01 19:44:37 2014	1388605477	3	8	10	7
Wed Jan 01 19:44:37 2014	1388605477	3	7	10	6
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	6	5	10	4
Wed Jan 01 19:44:38 2014	1388605478	1	9	10	8
Wed Jan 01 19:44:37 2014	1388605477	3	8	10	7
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	6
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	1	9	10	6
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	7
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:37 2014	1388605477	3	7	10	6
Wed Jan 01 19:44:37 2014	1388605477	1	9	10	9
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	1	9	10	6
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	5	5	10	5
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	8
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	6
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	6
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	6
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	6	5	10	4
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	6	5	10	4
Wed Jan 01 19:44:37 2014	1388605477	3	8	10	7
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	6
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	6
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	5
Wed Jan 01 19:44:38 2014	1388605478	6	4	10	4
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:37 2014	1388605477	3	7	10	6
Wed Jan 01 19:44:38 2014	1388605478	5	5	10	5
Wed Jan 01 19:44:38 2014	1388605478	7	4	10	4
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	6
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	6
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	6
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	4
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	7
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	6
Wed Jan 01 19:44:39 2014	1388605479	3	7	10	7
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	6
Wed Jan 01 19:44:39 2014	1388605479	3	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:39 2014	1388605479	5	5	10	5
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	7
Wed Jan 01 19:44:38 2014	1388605478	6	4	10	4
Wed Jan 01 19:44:37 2014	1388605477	0	10	10	10
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	7
Wed Jan 01 19:44:38 2014	1388605478	5	5	10	5
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	6
Wed Jan 01 19:44:38 2014	1388605478	7	4	10	3
Wed Jan 01 19:44:38 2014	1388605478	5	5	10	5
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	6	5	10	4
Wed Jan 01 19:44:38 2014	1388605478	5	5	10	5
Wed Jan 01 19:44:38 2014	1388605478	7	4	10	4
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	5	5	10	5
Wed Jan 01 19:44:37 2014	1388605477	7	3	10	3
Wed Jan 01 19:44:39 2014	1388605479	4	6	10	5
Wed Jan 01 19:44:38 2014	1388605478	5	5	10	5
Wed Jan 01 19:44:37 2014	1388605477	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	8
Wed Jan 01 19:44:38 2014	1388605478	3	8	10	7
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	6
Wed Jan 01 19:44:39 2014	1388605479	5	5	10	3
Wed Jan 01 19:44:37 2014	1388605477	0	10	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	7
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	7
Wed Jan 01 19:44:39 2014	1388605479	4	6	10	4
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:37 2014	1388605477	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	7
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	5
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	7	4	10	3
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	7
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	7
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:37 2014	1388605477	4	7	10	6
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:37 2014	1388605477	6	4	10	4
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	8
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	5
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	5
Wed Jan 01 19:44:37 2014	1388605477	3	7	10	7
Wed Jan 01 19:44:39 2014	1388605479	4	7	10	6
Wed Jan 01 19:44:37 2014	1388605477	6	4	10	4
Wed Jan 01 19:44:39 2014	1388605479	4	7	10	6
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	5
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	7
Wed Jan 01 19:44:38 2014	1388605478	4	6	10	2
Wed Jan 01 19:44:37 2014	1388605477	8	3	10	2
Wed Jan 01 19:44:39 2014	1388605479	4	7	10	6
Wed Jan 01 19:44:37 2014	1388605477	7	3	10	3
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	5
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	7
Wed Jan 01 19:44:39 2014	1388605479	4	7	10	6
Wed Jan 01 19:44:39 2014	1388605479	3	7	10	7
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	7
Wed Jan 01 19:44:39 2014	1388605479	4	7	10	6
Wed Jan 01 19:44:38 2014	1388605478	4	6	10	5
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	7
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	7
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	8
Wed Jan 01 19:44:39 2014	1388605479	4	6	10	6
Wed Jan 01 19:44:38 2014	1388605478	6	4	10	3
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	5
Wed Jan 01 19:44:39 2014	1388605479	4	6	10	6
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	7
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	8
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	8
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:37 2014	1388605477	3	8	10	7
Wed Jan 01 19:44:37 2014	1388605477	7	4	10	4
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	8
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	1	9	10	7
Wed Jan 01 19:44:39 2014	1388605479	3	7	10	7
Wed Jan 01 19:44:38 2014	1388605478	4	7	10	6
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	7
Wed Jan 01 19:44:39 2014	1388605479	4	6	10	6
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	1	9	10	8
Wed Jan 01 19:44:37 2014	1388605477	1	10	10	0
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	3	7	10	6
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	3	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	6	4	10	4
Wed Jan 01 19:44:37 2014	1388605477	3	8	10	7
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	8
Wed Jan 01 19:44:38 2014	1388605478	7	4	10	3
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:38 2014	1388605478	7	4	10	3
Wed Jan 01 19:44:37 2014	1388605477	3	8	10	4
Wed Jan 01 19:44:38 2014	1388605478	4	6	10	6
Wed Jan 01 19:44:39 2014	1388605479	2	8	10	8
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	7
Wed Jan 01 19:44:38 2014	1388605478	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	0	10	10	9
Wed Jan 01 19:44:37 2014	1388605477	6	5	10	4
Wed Jan 01 19:44:37 2014	1388605477	6	5	10	4
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	2	8	10	7
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	1	9	10	9
Wed Jan 01 19:44:37 2014	1388605477	3	8	10	7
Wed Jan 01 19:44:39 2014	1388605479	7	3	10	3
Wed Jan 01 19:44:38 2014	1388605478	2	9	10	8
Wed Jan 01 19:44:37 2014	1388605477	2	9	10	7
Wed Jan 01 19:44:38 2014	1388605478	2	8	10	8
Wed Jan 01 19:44:38 2014	1388605478	7	3	11	3
Wed Jan 01 19:44:38 2014	1388605478	3	8	11	6
Wed Jan 01 19:44:38 2014	1388605478	2	8	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	8	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	7
Wed Jan 01 19:44:38 2014	1388605478	3	8	11	6
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	7
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	7
Wed Jan 01 19:44:37 2014	1388605477	1	9	11	9
Wed Jan 01 19:44:38 2014	1388605478	3	8	11	7
Wed Jan 01 19:44:37 2014	1388605477	2	8	11	7
Wed Jan 01 19:44:38 2014	1388605478	6	4	11	4
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:38 2014	1388605478	3	7	11	6
Wed Jan 01 19:44:38 2014	1388605478	7	3	11	3
Wed Jan 01 19:44:38 2014	1388605478	3	7	11	5
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:37 2014	1388605477	7	4	11	3
Wed Jan 01 19:44:38 2014	1388605478	3	8	11	7
Wed Jan 01 19:44:37 2014	1388605477	2	8	11	7
Wed Jan 01 19:44:37 2014	1388605477	2	9	11	9
Wed Jan 01 19:44:38 2014	1388605478	2	8	11	7
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:39 2014	1388605479	2	9	11	8
Wed Jan 01 19:44:37 2014	1388605477	2	8	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	7
Wed Jan 01 19:44:38 2014	1388605478	7	4	11	3
Wed Jan 01 19:44:38 2014	1388605478	8	3	11	3
Wed Jan 01 19:44:37 2014	1388605477	2	9	11	5
Wed Jan 01 19:44:37 2014	1388605477	2	9	11	7
Wed Jan 01 19:44:39 2014	1388605479	2	8	11	8
Wed Jan 01 19:44:37 2014	1388605477	8	3	11	3
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	7
Wed Jan 01 19:44:37 2014	1388605477	3	8	11	7
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	7
Wed Jan 01 19:44:39 2014	1388605479	2	9	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	8	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	7
Wed Jan 01 19:44:38 2014	1388605478	2	8	11	7
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	7
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:37 2014	1388605477	2	9	11	8
Wed Jan 01 19:44:39 2014	1388605479	2	9	11	8
Wed Jan 01 19:44:37 2014	1388605477	5	6	11	4
Wed Jan 01 19:44:39 2014	1388605479	2	9	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	7
Wed Jan 01 19:44:39 2014	1388605479	2	9	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	8	11	8
Wed Jan 01 19:44:37 2014	1388605477	7	3	11	3
Wed Jan 01 19:44:37 2014	1388605477	7	4	11	3
Wed Jan 01 19:44:37 2014	1388605477	2	9	11	9
Wed Jan 01 19:44:37 2014	1388605477	7	3	11	3
Wed Jan 01 19:44:38 2014	1388605478	1	9	11	7
Wed Jan 01 19:44:37 2014	1388605477	1	9	11	9
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	7
Wed Jan 01 19:44:38 2014	1388605478	2	8	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	7
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:38 2014	1388605478	1	9	11	1
Wed Jan 01 19:44:39 2014	1388605479	6	4	11	4
Wed Jan 01 19:44:38 2014	1388605478	7	3	11	3
Wed Jan 01 19:44:38 2014	1388605478	4	6	11	5
Wed Jan 01 19:44:37 2014	1388605477	2	9	11	7
Wed Jan 01 19:44:38 2014	1388605478	2	8	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	7
Wed Jan 01 19:44:37 2014	1388605477	2	9	11	7
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:38 2014	1388605478	6	5	11	4
Wed Jan 01 19:44:37 2014	1388605477	3	8	11	4
Wed Jan 01 19:44:38 2014	1388605478	6	4	11	4
Wed Jan 01 19:44:38 2014	1388605478	2	8	11	8
Wed Jan 01 19:44:38 2014	1388605478	7	3	11	3
Wed Jan 01 19:44:37 2014	1388605477	3	7	11	6
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:37 2014	1388605477	8	3	11	2
Wed Jan 01 19:44:37 2014	1388605477	2	9	11	7
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
Wed Jan 01 19:44:38 2014	1388605478	2	9	11	8
